"","Individuo","Bloque","Trat","df.tallo.12","df.alt.12","df.cob.12","df.tallo.13","df.alt.13","df.cob.13","df.tallo.23","df.alt.23","df.cob.23"
"518",714,"B5",3,1.2,0,39.2699081698724,2.7,0,226.194671058465,1.5,0.5,186.924762888593
"519",715,"B5",3,0,0,291.579068161303,6.6,3.5,615.752160103599,7.5,3.5,324.173091942297
"520",717,"B5",3,0,0,197.478550709246,0,0.3,328.050995374072,0,1,130.572444664826
"521",718,"B5",3,0,0,75.398223686155,2.5,3,939.336203423348,2.8,3.5,863.937979737193
"522",719,"B5",3,0.6,0.5,174.947440896782,2.6,4,1457.69899126566,2,3.5,1282.75155036888
"523",720,"B5",3,0.8,1.7,490.088453960008,5.2,5.4,1571.58172495829,4.4,3.7,1081.49327099829
"524",721,"B5",3,0.9,1,289.026524130261,2.9,4,941.88874745439,2,3,652.862223324129
"525",722,"B5",3,0,0.7,97.1930227204342,1.7,2.5,464.023052412255,1.8,1.8,366.830029691821
"526",723,"B5",3,2.3,0.8,332.959733895306,2.5,2.5,747.06091554661,0.2,1.7,414.101181651305
"527",725,"B5",3,0,1,231.643370817035,1.7,3.2,1021.95027273572,2.3,2.2,790.306901918682
"528",726,"B5",3,0.3,0.0999999999999996,267.575336792468,5.7,3.8,1210.05313286941,5.4,3.7,942.477796076938
"529",727,"B5",3,0,0.3,104.212518805799,1.6,4.5,1291.73454186274,2.9,4.2,1187.52202305694
"530",728,"B5",3,0,0,58.9048622548086,2.5,0.8,268.017123259379,2.7,1,209.112261004571
"531",729,"B5",3,0,0,87.3755456779662,3.2,0,247.596771011046,3.2,2.3,160.221225333079
"532",730,"B5",3,0.2,0.8,83.2522053201296,2.4,1.6,1009.82568858827,2.2,0.8,926.57348326814
"533",731,"B5",3,0.0999999999999996,0.7,37.1100632205294,3.1,2.3,294.720660814892,3,1.6,257.610597594363
"534",732,"B5",3,1.8,0,238.761041672824,4.7,3,1175.93740014683,2.9,3.6,937.176358474005
"535",733,"B5",2,0,0,54.1924732744239,0.600000000000001,1.2,336.935812097505,1.6,2,282.743338823081
"536",734,"B5",2,0,0.5,301.59289474462,0,3.9,1186.93297443439,0.5,3.4,885.340079689774
"537",735,"B5",2,0.6,1.8,164.933614313464,0.699999999999999,4.3,438.841223798324,0.0999999999999996,2.5,273.90760948486
"538",737,"B5",2,0,0.7,149.814699668063,0,1,0,0,0.3,0
"539",738,"B5",2,0,1.1,26.1144889329652,1.8,5.3,1520.53084433746,2.2,4.2,1494.41635540449
"540",739,"B5",2,0.0999999999999996,0,50.2654824574367,1.5,0,212.25385365816,1.4,0,161.988371200724
"541",740,"B5",2,0,2,191.637151868977,0.6,4.5,1365.02200798476,0.6,2.5,1173.38485611579
"542",741,"B5",2,0,2.7,1450.04135917254,0,10.7,1401.93572166445,0,8,0
"543",742,"B5",2,0.5,0,290.400970916207,1.5,1,122.522113490002,1,1.5,0
"544",743,"B5",2,0,2,760.26542216873,2.4,4,1255.06626510912,3.1,2,494.800842940392
"545",744,"B5",2,0,0,146.084058391925,0.5,1.5,257.414248053514,1.4,2.5,111.330189661588
"546",745,"B5",2,0,2,346.949638680823,2.1,3.3,1019.44681608989,3,1.3,672.497177409065
"547",746,"B5",2,0,3.3,86.5901475145688,2.5,7.3,2249.57668951114,2.5,4,2162.98654199657
"548",747,"B5",2,0,0,480.07462737669,2.5,5.1,2345.98431406818,2.7,6.2,1865.90968669149
"549",748,"B5",7,0,0.7,182.212373908208,0.6,6.2,652.862223324129,1.2,5.5,470.649849415921
"550",749,"B5",7,0.199999999999999,0,0,0.6,0,1634.60992757094,0.4,0,1634.60992757094
"551",750,"B5",7,0,0.4,0,0,0.4,640.884901332318,0,0,662.679700366597
"552",751,"B5",7,0,1.5,904.77868423386,0.5,7,2193.02802174653,0.5,5.5,1288.24933751266
"553",752,"B5",7,0,1,1340.0856162969,2.9,7.5,4245.07707316321,3.3,6.5,2904.99145686631
"554",753,"B5",7,0,1.7,92.4806337400496,1.5,5.7,1710.59719987964,2.8,4,1618.11656613959
"555",754,"B5",7,0,1,572.55526111674,0,1,1445.1326206513,0,0,872.577359534565
"556",755,"B5",7,0,0,79.2761271179299,1.6,1.4,215.346358926538,2.4,1.5,136.070231808608
"557",756,"B5",7,0,2.6,538.78314009065,0.300000000000001,7.8,2733.18560862312,0.300000000000001,5.2,2194.40246853247
"558",757,"B5",7,0,0,400.553063332698,0.200000000000001,6.3,1649.33614313464,1.3,7.5,1248.78307980194
"559",758,"B5",7,0,0.8,385.826847768997,1.95,3.8,1672.30903941402,2.8,3,1286.48219164502
"560",759,"B5",7,0,2.3,349.502182711865,3.8,7.8,1395.06348773472,3.8,5.5,1045.56130502285
"561",760,"B5",7,1.8,0.3,183.783170235003,4.1,1.3,804.051369778138,2.3,1,620.268199543135
"562",761,"B5",7,0,0,71.2748833283184,12.4,4.8,0,12.8,6,0
"563",762,"B5",7,4,0,846.070171519901,5.7,2.7,1934.63202598876,1.7,4,1088.56185446886
"564",763,"B5",7,0,0,156.145008865047,2,4.5,0,2.1,4.5,0
"565",766,"B5",4,0.100000000000001,1.2,1154.53530019425,3.8,6.7,1452.98660228528,3.7,5.5,298.45130209103
"566",767,"B5",4,1.6,0,496.371639267187,4.7,7.8,1744.17297136488,3.1,8,1247.8013320977
"567",768,"B5",4,0,0,300.660234425586,1.8,6.5,1612.22607991411,2.1,6.5,1311.56584548853
"568",769,"B5",4,0,0,630.871074749,2.1,7.5,1147.66306626452,2.7,8,516.791991515521
"569",770,"B5",4,1.2,0,498.924183298229,3.8,0,1673.87983574081,2.6,3.7,1174.95565244258
"570",771,"B5",4,0.300000000000001,0.3,298.64765163188,2.5,5.3,1675.25428252676,2.2,5,1376.60663089488
"571",773,"B5",4,0,1.3,334.579617607313,0,5.3,523.075176822701,0.85,4,188.495559215388
"572",774,"B5",4,0,1.5,226.194671058465,0,4.5,412.33403578366,0,3,186.139364725195
"573",775,"B5",4,0,6.3,519.982671554323,1.7,6.5,3638.74969102038,1.7,0.199999999999999,3118.76701946605
"574",776,"B5",4,0,0.5,136.462930890307,2.5,3.5,2750.26801867701,3.1,3,2613.80508778671
"575",777,"B5",4,0,1,0,0,5,772.684530627452,0,4,819.808420431299
"576",778,"B5",4,0,1.2,923.873677081461,0,7.5,1193.26524712679,0,6.3,269.391570045325
"577",779,"B5",4,2.3,2.7,529.800148596791,4.3,9,1130.97335529233,2,6.3,601.173206695534
"578",780,"B5",4,0.0999999999999996,1,765.763209312512,3.2,7.5,1757.13204106094,3.1,6.5,991.368831748429
"579",781,"B5",4,0.399999999999999,1.7,532.352692627833,3.6,3.7,1066.4234437381,3.2,2,534.070751110265
"580",782,"B5",4,0,0.8,339.292006587698,0,3.8,1470.26536188002,0,3,1130.97335529233
"581",783,"B5",4,0,2.6,929.911425462579,1.4,7.4,1074.42468752771,1.4,4.8,144.513262065131
"582",784,"B5",4,0.0999999999999996,0.7,239.742789377071,2,5.8,1207.35332668273,1.9,5.1,967.610537305656
"583",785,"B5",4,1,1,295.309709437441,2,5,1086.79470860122,1,4,791.484999163778
"584",915,"B3",2,0,3.7,1629.70118904971,0.5,5.2,1891.23877746106,1.4,1.5,261.53758841135
"585",950,"B3",1,0,1.3,1083.84946548848,0,6.5,1903.80514807541,0,5.2,819.955682586936
